PassengerId,Survived,Pclass,Sex,Age,Cabin,Hometown,Destination
587,0.0,2,male,47.0,C23 C25 C27,"Stoneygate, Leicestershire, England",New York City
588,1.0,1,male,60.0,B41,"Zürich, Switzerland","New York, New York, US"
589,0.0,3,male,22.0,C23 C25 C27,"Abercynon, Glamorgan, Wales","Chicago, Illinois, US"
590,0.0,3,male,28.0,C23 C25 C27,"London, England",New York City
591,0.0,3,male,35.0,C23 C25 C27,"Kyyny, Finland","Sudbury, Ontario, Canada"
592,1.0,1,female,52.0,D20,"Paris, France","Haverford, Pennsylvania, US"
593,0.0,3,male,47.0,C23 C25 C27,"Taunton, Somerset, England","Gurnee, Illinois, US"
594,0.0,3,female,28.0,C23 C25 C27,"Carrowskehine, Mayo, Ireland","Chicago, Illinois, US"
595,0.0,2,male,37.0,C23 C25 C27,"Liskeard, Cornwall, England","Spokane, Washington, US"
596,0.0,3,male,36.0,C23 C25 C27,"Kerksken, Belgium","Detroit, Michigan, US"
597,1.0,2,female,28.0,C23 C25 C27,"London, England","Chicago, Illinois, US"
598,0.0,3,male,49.0,C23 C25 C27,"Millwood, England",New York City
599,0.0,3,male,28.0,C23 C25 C27,"Kfar Mechi, Syria","Ottawa, Ontario, Canada"
600,1.0,1,male,49.0,A20,"London, England, UK","New York, New York, US"
601,1.0,2,female,24.0,C23 C25 C27,"London, England","Montreal, Quebec, Canada"
602,0.0,3,male,28.0,C23 C25 C27,"Unknown, Bulgaria",New York City
603,0.0,1,male,28.0,C23 C25 C27,"Washington, DC, US","Washington, DC, US"
604,0.0,3,male,44.0,C23 C25 C27,"Unknown, Germany",New York City
605,1.0,1,male,35.0,C23 C25 C27,"Indianapolis, Indiana, US","Indianapolis, Indiana, US"
606,0.0,3,male,36.0,C23 C25 C27,"Helsingborg, Skåne, Sweden","Hartford, Connecticut, US"
607,0.0,3,male,30.0,C23 C25 C27,"Vagovina, Croatia","Youngstown, Ohio, US"
608,1.0,1,male,27.0,C23 C25 C27,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
609,1.0,2,female,22.0,C23 C25 C27,"Paris, France","Cap-Haïtien, Haiti"
610,1.0,1,female,40.0,C125,"Greenwich, Connecticut, US","Greenwich, Connecticut, US"
611,0.0,3,female,39.0,C23 C25 C27,"Kisa, Östergötland, Sweden","Winnipeg, Manitoba, Canada"
612,0.0,3,male,28.0,C23 C25 C27,"Calheta, Madeira, Portugal",New York City
613,1.0,3,female,28.0,C23 C25 C27,"Fostragh, Longford, Ireland","Philadelphia, Pennsylvania, US"
614,0.0,3,male,28.0,C23 C25 C27,"Unknown, Ireland",New York City
615,0.0,3,male,35.0,C23 C25 C27,"Broomfield, Essex, England",New York City
616,1.0,2,female,24.0,C23 C25 C27,"Yeovil, Somerset, England","Bernardsville, New Jersey, US"
617,0.0,3,male,34.0,C23 C25 C27,"Göteborg, Västergötland, Sweden","Stanton, Iowa, US"
618,0.0,3,female,26.0,C23 C25 C27,"Scranton, Pennsylvania, US","Scranton, Pennsylvania, US"
619,1.0,2,female,4.0,F4,"Guntur, Madras Province, British India","Benton Harbor, Michigan, US"
620,0.0,2,male,26.0,C23 C25 C27,"Guernsey, Channel Islands","Elizabeth, New Jersey, US"
621,0.0,3,male,27.0,C23 C25 C27,"Unknown, Lebanon","Wilkes-Barre, Pennsylvania, US"
622,1.0,1,male,42.0,D19,"Boston, Massachusetts, US","Boston, Massachusetts, US"
623,1.0,3,male,20.0,C23 C25 C27,"Zgharta, Lebanon","Waterbury, Connecticut, US"
624,0.0,3,male,21.0,C23 C25 C27,"Copenhagen, Denmark","Racine, Wisconsin, US"
625,0.0,3,male,21.0,C23 C25 C27,"Treherbert, Glamorgan, Wales",New York City
626,0.0,1,male,61.0,D50,"Haddonfield, New Jersey, US","Haddonfield, New Jersey, US"
627,0.0,2,male,57.0,C23 C25 C27,"Glasgow, Scotland","Tuxford, Saskatchewan, Canada"
628,1.0,1,female,21.0,D9,"Hudson, New York, US","Hudson, New York, US"
629,0.0,3,male,26.0,C23 C25 C27,"Unknown, Bulgaria","Chicago, Illinois, US"
630,0.0,3,male,28.0,C23 C25 C27,"Kingwilliamstown, Cork, Ireland",New York City
631,1.0,1,male,80.0,A23,"Hessle, East Yorkshire, England, UK","New York, New York, US"
632,0.0,3,male,51.0,C23 C25 C27,"Fyrnan, Småland, Sweden","Spokane, Washington, US"
633,1.0,1,male,32.0,B50,"Basel, Switzerland","New York, New York, US"
634,0.0,1,male,28.0,C23 C25 C27,"Belfast, Ireland, UK","New York, New York, US"
635,0.0,3,female,9.0,C23 C25 C27,"Hällekis, Västergötland, Sweden","Iron Mountain, Michigan, US"
636,1.0,2,female,28.0,C23 C25 C27,"London, England, UK","Tottenville, New York, US"
637,0.0,3,male,32.0,C23 C25 C27,"Valitaipale, Finland",New York City
638,0.0,2,male,31.0,C23 C25 C27,"Bishopstoke, Hampshire, England","Payette, Idaho, US"
639,0.0,3,female,41.0,C23 C25 C27,"Ylihärmä, South Ostrobothnia, Finland","Coal Center, Pennsylvania, US"
640,0.0,3,male,28.0,C23 C25 C27,"Maidstone, Kent, England","Clinton, New York, US"
641,0.0,3,male,20.0,C23 C25 C27,"Eskilstrup, Denmark","Portland, Oregon, US"
642,1.0,1,female,24.0,B35,"Paris, France","New York, New York, US"
643,0.0,3,female,2.0,C23 C25 C27,"Hällekis, Västergötland, Sweden","Iron Mountain, Michigan, US"
644,1.0,3,male,28.0,C23 C25 C27,"Hong Kong, China",New York City
645,1.0,3,female,0.75,C23 C25 C27,"Ḑuhūr ash Shuwayr, Lebanon","Brooklyn, New York, US"
646,1.0,1,male,48.0,D33,"New York, New York, US","New York, New York, US"
647,0.0,3,male,19.0,C23 C25 C27,"Kricina, Croatia","Great Falls, Montana, US"
648,1.0,1,male,56.0,A26,"Basel, Switzerland","New York, New York, US"
649,0.0,3,male,28.0,C23 C25 C27,"Market Drayton, Shropshire, England","Schenectady, New York, US"
650,1.0,3,female,23.0,C23 C25 C27,"Wallingford, Oxfordshire, England","New Haven, Connecticut, US"
651,0.0,3,male,28.0,C23 C25 C27,"Unknown, Bulgaria","Chicago, Illinois, US"
652,1.0,2,female,18.0,C23 C25 C27,"Southampton, Hampshire, England, UK",New York City
653,0.0,3,male,21.0,C23 C25 C27,"Etnesjøen, Hordaland Fylke, Norway","Story City, Iowa, US"
654,1.0,3,female,28.0,C23 C25 C27,"Kingwilliamstown, Cork, Ireland",New York City
655,0.0,3,female,18.0,C23 C25 C27,"Whitechurch, Cork, Ireland","Charlestown, US"
656,0.0,2,male,24.0,C23 C25 C27,"Fritham, Hampshire, England","Eden, Manitoba, Canada"
657,0.0,3,male,28.0,C23 C25 C27,"Unknown, Bulgaria","Chicago, Illinois, US"
658,0.0,3,female,32.0,C23 C25 C27,"Carrowskehine, Mayo, Ireland","Chicago, Illinois, US"
659,0.0,2,male,23.0,C23 C25 C27,"London, England, UK","Detroit, Michigan, US"
660,0.0,1,male,58.0,D48,"Lexington, Massachusetts, US","Lexington, Massachusetts, US"
661,1.0,1,male,50.0,C23 C25 C27,"London, England, UK","New York, New York, US"
662,0.0,3,male,40.0,C23 C25 C27,"Tripoli, Lebanon",New York City
663,0.0,1,male,47.0,E58,"Dublin, Ireland, UK[note 1]","Vancouver, British Columbia, Canada"
664,0.0,3,male,36.0,C23 C25 C27,"Gumostnik, Lovec, Bulgaria","Chicago, Illinois, US"
665,1.0,3,male,20.0,C23 C25 C27,"Taalintehdas, Finland","Monessen, Pennsylvania, US"
666,0.0,2,male,32.0,C23 C25 C27,"Fritham, Hampshire, England","The Pas, Manitoba, Canada"
667,0.0,2,male,25.0,C23 C25 C27,"Southsea, Hampshire, England",New York City
668,0.0,3,male,28.0,C23 C25 C27,"Hogstad, Norway",New York City
669,0.0,3,male,43.0,C23 C25 C27,"Unknown (Estonia?), Russia (Estonia?)",New York City
670,1.0,1,female,28.0,C126,"London, England, UK","East Orange, New Jersey, US"
671,1.0,2,female,40.0,C23 C25 C27,"Cape Town, South Africa, UK","Seattle, Washington, US"
672,0.0,1,male,31.0,B71,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
673,0.0,2,male,70.0,C23 C25 C27,"Guernsey, Channel Islands","Toledo, Ohio, US"
674,1.0,2,male,31.0,C23 C25 C27,"London, England",New York City
675,0.0,2,male,28.0,C23 C25 C27,"Belfast, Northern Ireland, UK",New York City
676,0.0,3,male,18.0,C23 C25 C27,"Tofta, Uppland, Sweden","Joliet, Illinois, US"
677,0.0,3,male,24.5,C23 C25 C27,"Basingstoke, Hampshire, England","Halley, Michigan, US"
678,1.0,3,female,18.0,C23 C25 C27,"Oulainen, Oulu, Finland","Ashtabula, Ohio, US"
679,0.0,3,female,43.0,C23 C25 C27,"Fulham, England","Niagara Falls, New York, US"
680,1.0,1,male,36.0,B51 B53 B55,"Germantown, Pennsylvania, US","Germantown, Pennsylvania, US"
681,0.0,3,female,28.0,C23 C25 C27,"Cahir, Tipperary, Ireland",New York City
682,1.0,1,male,27.0,D49,"Cairo, Egypt","New York, New York, US"
683,0.0,3,male,20.0,C23 C25 C27,"Vikersund, Norway","Carneron, US"
684,0.0,3,male,14.0,C23 C25 C27,"Fulham, England","Niagara Falls, New York, US"
685,0.0,2,male,60.0,C23 C25 C27,"Cape Town, South Africa, UK[note 4]","Seattle, Washington, US"
686,0.0,2,male,25.0,C23 C25 C27,"Paris, France","Cap-Haïtien, Haiti"
687,0.0,3,male,14.0,C23 C25 C27,"Ylihärmä, South Ostrobothnia, Finland","Coal Center, Pennsylvania, US"
688,0.0,3,male,19.0,C23 C25 C27,"Gornji Miholjac, Croatia",New York City
689,0.0,3,male,18.0,C23 C25 C27,"Björkeberga, Skåne, Sweden",New York City
690,1.0,1,female,15.0,B5,"St Louis, Missouri, US","St Louis, Missouri, US"
691,1.0,1,male,31.0,B20,"Calgary, Alberta, Canada","Calgary, Alberta, Canada"
692,1.0,3,female,4.0,C23 C25 C27,"Milje, Slovenia","Galesburg, Illinois, US"
693,1.0,3,male,28.0,C23 C25 C27,"Hong Kong, China",New York City
694,0.0,3,male,25.0,C23 C25 C27,"Kfar Mechi, Syria","Ottawa, Ontario, Canada"
695,0.0,1,male,60.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
696,0.0,2,male,52.0,C23 C25 C27,"Bronx, New York, US","Bronx, New York, US"
697,0.0,3,male,44.0,C23 C25 C27,"Leixlip, Kildare, Ireland","New Haven, Connecticut, US"
698,1.0,3,female,28.0,C23 C25 C27,"Esker, Longford, Ireland",New York City
699,0.0,1,male,49.0,C68,"Haverford, Pennsylvania, US","Haverford, Pennsylvania, US"
700,0.0,3,male,42.0,F G63,"Borgund, Møre og Romsdal, Norway","Milwaukee, Wisconsin, US"
701,1.0,1,female,18.0,C62 C64,"New York, New York, US","New York, New York, US"
702,1.0,1,male,35.0,E24,"St Louis, Missouri, US","St Louis, Missouri, US"
703,0.0,3,female,18.0,C23 C25 C27,"Kafr Mishki, Lebanon","Ottawa, Ontario, Canada"
704,0.0,3,male,25.0,C23 C25 C27,"Caltra, Galway, Ireland",New York City
705,0.0,3,male,26.0,C23 C25 C27,"Holeby, Storstrøm, Denmark","Racine, Wisconsin, US"
706,0.0,2,male,39.0,C23 C25 C27,"Birmingham, Worcester, England","Los Angeles, US"
707,1.0,2,female,45.0,C23 C25 C27,"London, England",New York City
708,1.0,1,male,42.0,E24,"New York, New York, US","New York, New York, US"
709,1.0,1,female,22.0,C23 C25 C27,"London, England, UK","Montreal, Quebec, Canada"
710,1.0,3,male,28.0,C23 C25 C27,"Hardîne, Lebanon","Houtzdale, Pennsylvania, US"
711,1.0,1,female,24.0,C90,"Brussels, Belgium","Montreal, Quebec, Canada"
712,0.0,1,male,28.0,C124,"Portland, Oregon, US","Portland, Oregon, US"
713,1.0,1,male,48.0,C126,"London, England, UK","East Orange, New Jersey, US"
714,0.0,3,male,29.0,C23 C25 C27,"Stamford, Connecticut, US","Stamford, Connecticut, US"
715,0.0,2,male,52.0,C23 C25 C27,"Bronx, New York, US","Bronx, New York, US"
716,0.0,3,male,19.0,F G73,"Ålesund, Møre og Romsdal, Norway","Minneapolis, Minnesota, US"
717,1.0,1,female,38.0,C45,"New York, New York, US","New York, New York, US"
718,1.0,2,female,27.0,E101,"Bath, Somerset, England","Auburndale, Florida, US"
719,0.0,3,male,28.0,C23 C25 C27,"Dublin, Ireland",New York City
720,0.0,3,male,33.0,C23 C25 C27,"Minneapolis, Minnesota, US","Minneapolis, Minnesota, US"
721,1.0,2,female,6.0,C23 C25 C27,"London, England","Chicago, Illinois, US"
722,0.0,3,male,17.0,C23 C25 C27,"Eskilstrup, Denmark","Portland, Oregon, US"
723,0.0,2,male,34.0,C23 C25 C27,"Abbeyleix, Laois, Ireland[note 1]","Vancouver, British Columbia, Canada"
724,0.0,2,male,50.0,C23 C25 C27,"Southampton, Hampshire, England","Boston, Massachusetts, US"
725,1.0,1,male,27.0,E8,"New York, New York, US","New York, New York, US"
726,0.0,3,male,20.0,C23 C25 C27,"Konjsko Brdo, Croatia","Chicago, Illinois, US"
727,1.0,2,female,30.0,C23 C25 C27,"Elizabeth, New Jersey, US","Elizabeth, New Jersey, US"
728,1.0,3,female,28.0,C23 C25 C27,"Caltra, Galway, Ireland",New York City
729,0.0,2,male,25.0,C23 C25 C27,"Skara, Västergötland, Sweden","Rockford, Illinois, US"
730,0.0,3,female,25.0,C23 C25 C27,"Paavola, Northern Ostrobothnia, Finland",New York City
731,1.0,1,female,29.0,B5,"St Louis, Missouri, US","St Louis, Missouri, US"
732,0.0,3,male,11.0,C23 C25 C27,"Fredericksburg, Virginia, US","Fredericksburg, Virginia, US"
733,0.0,2,male,28.0,C23 C25 C27,"Belfast, Ireland",New York City
734,0.0,2,male,23.0,C23 C25 C27,"St. Ives, Cornwall, England","Calumet, Michigan, US"
735,0.0,2,male,23.0,C23 C25 C27,"London, England",New York City
736,0.0,3,male,28.5,C23 C25 C27,"Tonypandy, Glamorgan, Wales",New York City
737,0.0,3,female,48.0,C23 C25 C27,"Rotherfield, East Sussex, England","Essex County, New Jersey, US"
738,1.0,1,male,35.0,B101,"Germantown, Pennsylvania, US","Germantown, Pennsylvania, US"
739,0.0,3,male,28.0,C23 C25 C27,"Malka Ribnya, Troyan, Bulgaria","Chicago, Illinois, US"
740,0.0,3,male,28.0,C23 C25 C27,"Unknown, Bulgaria","Chicago, Illinois, US"
741,1.0,1,male,28.0,D45,"Kingston, Surrey, England, UK","New York, New York, US"
742,0.0,1,male,36.0,C46,"London, England, UK","New York, New York, US"
743,1.0,1,female,21.0,B57 B59 B63 B66,"Cooperstown, New York, US","Cooperstown, New York, US"
744,0.0,3,male,24.0,C23 C25 C27,"Convoy, Donegal, Ireland, England","Philadelphia, Pennsylvania, US"
745,1.0,3,male,31.0,C23 C25 C27,"Muljula, Kitee, Finland","Duluth, Minnesota, US"
746,0.0,1,male,70.0,B22,"Milwaukee, Wisconsin, US","Milwaukee, Wisconsin, US"
747,0.0,3,male,16.0,C23 C25 C27,"East Providence, Rhode Island, US","East Providence, Rhode Island, US"
748,1.0,2,female,30.0,C23 C25 C27,"Turku, Finland, Russian Empire[note 6]","Brighton, Boston, Massachusetts, US"
749,0.0,1,male,19.0,D30,"New York, New York, US","New York, New York, US"
750,0.0,3,male,31.0,C23 C25 C27,"Brooklyn, New York, US","Brooklyn, New York, US"
751,1.0,2,female,4.0,C23 C25 C27,"Heamoor, Cornwall, England","Akron, Ohio, US"
752,1.0,3,male,6.0,E121,"Unknown, Russia","Chicago, Illinois, US"
753,0.0,3,male,33.0,C23 C25 C27,"Denderhoutem, Belgium",New York City
754,0.0,3,male,23.0,C23 C25 C27,"Gumostnik, Lovec, Bulgaria","Chicago, Illinois, US"
755,1.0,2,female,48.0,C23 C25 C27,"Yeovil, Somerset, England","Bernardsville, New Jersey, US"
756,1.0,2,male,0.67,C23 C25 C27,"Detroit, Michigan, US","Detroit, Michigan, US"
757,0.0,3,male,28.0,C23 C25 C27,"Dagsås, Halland, Sweden","Tower, Minnesota, US"
758,0.0,2,male,18.0,C23 C25 C27,"Penzance, Cornwall, England","Akron, Ohio, US"
759,0.0,3,male,34.0,C23 C25 C27,"Strood, Kent, England","Detroit, Michigan, US"
760,1.0,1,female,33.0,B77,"Vancouver, British Columbia, Canada","Vancouver, British Columbia, Canada"
761,0.0,3,male,28.0,C23 C25 C27,"Wollaston, Northamptonshire, England","Kitchener, Ontario, Canada"
762,0.0,3,male,41.0,C23 C25 C27,"Kauhajoki, Finland","Sudbury, Ontario, Canada"
763,1.0,3,male,20.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes-Barre, Pennsylvania, US"
764,1.0,1,female,36.0,B96 B98,"Bryn Mawr, Pennsylvania, US","Bryn Mawr, Pennsylvania, US"
765,0.0,3,male,16.0,C23 C25 C27,"Kårberg, Örebro, Sweden","Jerome Junction, Arizona, US"
766,1.0,1,female,51.0,D11,"Hudson, New York, US","Hudson, New York, US"
767,0.0,1,male,28.0,C23 C25 C27,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
768,0.0,3,female,30.5,C23 C25 C27,"Carrowkehine, Mayo, Ireland","Chicago, Illinois, US"
769,0.0,3,male,28.0,C23 C25 C27,"Askeaton, Limerick, Ireland","Brooklyn, New York, US"
770,0.0,3,male,32.0,C23 C25 C27,"Bokn, Norway","Portland, North Dakota, US"
771,0.0,3,male,24.0,C23 C25 C27,"Haaltert, Belgium","Detroit, Michigan, US"
772,0.0,3,male,48.0,C23 C25 C27,"Portland, Oregon, US","Portland, Oregon, US"
773,0.0,2,female,57.0,E77,"Southampton, Hampshire, England",New York City
774,0.0,3,male,28.0,C23 C25 C27,"Unknown, Lebanon",New York City
775,1.0,2,female,54.0,C23 C25 C27,"Penzance, Cornwall, England","Akron, Ohio, US"
776,0.0,3,male,18.0,C23 C25 C27,"Kristinehamn, Värmland, Sweden","Chicago, Illinois, US"
777,0.0,3,male,28.0,F38,"Cahir, Tipperary, Ireland",New York City
778,1.0,3,female,5.0,C23 C25 C27,"New York City, New York, US",New York City
779,0.0,3,male,28.0,C23 C25 C27,"Currafarry, Galway, Ireland",New York City
780,1.0,1,female,43.0,B3,"St Louis, Missouri, US","St Louis, Missouri, US"
781,1.0,3,female,13.0,C23 C25 C27,"Beirut, Lebanon","Owen Sound, Ontario, Canada"
782,1.0,1,female,17.0,B20,"Calgary, Alberta, Canada","Calgary, Alberta, Canada"
783,0.0,1,male,29.0,D6,"Springfield, Massachusetts, US","Springfield, Massachusetts, US"
784,0.0,3,male,28.0,C23 C25 C27,"Thornton Heath, London, England","New London, Connecticut, US"
785,0.0,3,male,25.0,C23 C25 C27,"Buenos Aires, Argentina",New York City
786,0.0,3,male,25.0,C23 C25 C27,"Manchester, England","Montreal, Quebec, Canada"
787,1.0,3,female,18.0,C23 C25 C27,"Munsala, Finland","Olympia, Washington, US"
788,0.0,3,male,8.0,C23 C25 C27,"Athlone, Westmeath, Ireland","Spokane, Washington, US"
789,1.0,3,male,1.0,C23 C25 C27,"Bartley Farm, Hampshire, England","Wichita, Kansas, US"
790,0.0,1,male,46.0,B82 B84,"Paris, France","New York, New York, US"
791,0.0,3,male,28.0,C23 C25 C27,"Athenry, Galway, Ireland","Auburndale, Florida, US"
792,0.0,2,male,16.0,C23 C25 C27,"Liverpool, Merseyside, England","Montreal, Quebec, Canada"
793,0.0,3,female,28.0,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
794,0.0,1,male,28.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
795,0.0,3,male,25.0,C23 C25 C27,"Terziysko, Troyan, Bulgaria","Chicago, Illinois, US"
796,0.0,2,male,39.0,C23 C25 C27,"Middleburg Heights, Ohio, US","Middleburg Heights, Ohio, US"
797,1.0,1,female,49.0,D17,"New York, New York, US","New York, New York, US"
798,1.0,3,female,31.0,C23 C25 C27,"Vagovina, Croatia","Steelton, Pennsylvania, US"
799,0.0,3,male,30.0,C23 C25 C27,"Beirut, Lebanon",New York City
800,0.0,3,female,30.0,C23 C25 C27,"Kerksken, Belgium","Detroit, Michigan, US"
801,0.0,2,male,34.0,C23 C25 C27,"Southampton, Hampshire, England",New York City
802,1.0,2,female,31.0,C23 C25 C27,"Bishopstoke, Hampshire, England","Payette, Idaho, US"
803,1.0,1,male,11.0,B96 B98,"Bryn Mawr, Pennsylvania, US","Bryn Mawr, Pennsylvania, US"
804,1.0,3,male,0.42,C23 C25 C27,"Hardîne, Lebanon","Wilkes Barre, Pennsylvania, US"
805,1.0,3,male,27.0,C23 C25 C27,"St. Paul, Minnesota, US","St. Paul, Minnesota, US"
806,0.0,3,male,31.0,C23 C25 C27,"Duluth, Minnesota, US","Duluth, Minnesota, US"
807,0.0,1,male,39.0,A36,"Belfast, Ireland, UK","New York, New York, US"
808,0.0,3,female,18.0,C23 C25 C27,"Stockholm, Uppland, Sweden","Iron Mountain, Michigan, US"
809,0.0,2,male,39.0,C23 C25 C27,"Harrow, London, England",New York City
810,1.0,1,female,33.0,E8,"New York, New York, US","New York, New York, US"
811,0.0,3,male,26.0,C23 C25 C27,"Great Yarmouth, Norfolk, England","Albion, Michigan, US"
812,0.0,3,male,39.0,C23 C25 C27,"West Bromwich, Staffordshire, England","Pontiac, Michigan, US"
813,0.0,2,male,35.0,C23 C25 C27,"Landrake, Cornwall, England","Nashua, New Hampshire, US"
814,0.0,3,female,6.0,C23 C25 C27,"Kisa, Östergötland, Sweden","Winnipeg, Manitoba, Canada"
815,0.0,3,male,30.5,C23 C25 C27,"Portage la Prairie, Manitoba, Canada","Des Moines, Iowa, US"
816,0.0,1,male,28.0,B102,"Liverpool, Merseyside, England, UK","New York, New York, US"
817,0.0,3,female,23.0,C23 C25 C27,"Turku, Finland",New York City
818,0.0,2,male,31.0,C23 C25 C27,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
819,0.0,3,male,43.0,C23 C25 C27,"Karlshamn, Blekinge, Sweden",New York City
820,0.0,3,male,10.0,C23 C25 C27,"Hällekis, Västergötland, Sweden","Iron Mountain, Michigan, US"
821,1.0,1,female,52.0,B69,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
822,1.0,3,male,27.0,C23 C25 C27,"Konjsko Brdo, Croatia","Chicago, Illinois, US"
823,0.0,1,male,38.0,C23 C25 C27,"Rotterdam, The Netherlands","New York, New York, US"
824,1.0,3,female,27.0,E121,"Unknown, Russia","Chicago, Illinois, US"
825,0.0,3,male,2.0,C23 C25 C27,"Ylihärmä, South Ostrobothnia, Finland","Coal Center, Pennsylvania, US"
826,0.0,3,male,28.0,C23 C25 C27,"Clonbur, Galway, Ireland","Pittsburgh, Pennsylvania, US"
827,0.0,3,male,28.0,C23 C25 C27,"Hong Kong, China",New York City
828,1.0,2,male,1.0,C23 C25 C27,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
829,1.0,3,male,28.0,C23 C25 C27,"Bayonne, New Jersey, US","Guttenberg, New Jersey, US"
830,1.0,1,female,62.0,B28,"New York, New York, US","New York, New York, US"
831,1.0,3,female,15.0,C23 C25 C27,"Unknown, Lebanon","Wilkes-Barre, Pennsylvania, US"
832,1.0,2,male,0.83,C23 C25 C27,"Penzance, Cornwall, England","Akron, Ohio, US"
833,0.0,3,male,28.0,C23 C25 C27,"Tebnine, Lebanon",New York City
834,0.0,3,male,23.0,C23 C25 C27,"Krakoryd, Småland, Sweden","Bloomington, Indiana, US"
835,0.0,3,male,18.0,C23 C25 C27,"Southall, London, England",New York City
836,1.0,1,female,39.0,E49,"Lakewood, New Jersey, US","Lakewood, New Jersey, US"
837,0.0,3,male,21.0,C23 C25 C27,"Streklevac, Slovenia","Aurora, Illinois, US"
838,0.0,3,male,28.0,C23 C25 C27,"London, England",New York City
839,1.0,3,male,32.0,C23 C25 C27,"Hong Kong, China",New York City
840,1.0,1,male,28.0,C47,"Paris, France","New York, New York, US"
841,0.0,3,male,20.0,C23 C25 C27,"Salo, Finland","Astoria, Oregon, US"
842,0.0,2,male,16.0,C23 C25 C27,"Huntingfield, Suffolk, England",New York City
843,1.0,1,female,30.0,C23 C25 C27,"Bryn Mawr, Pennsylvania, US","Bryn Mawr, Pennsylvania, US"
844,0.0,3,male,34.5,C23 C25 C27,"Áyios Sóstis, Greece","Stamford, Connecticut US"
845,0.0,3,male,17.0,C23 C25 C27,"Lipova Glavica, Croatia","Hammond, Indiana, US"
846,0.0,3,male,42.0,C23 C25 C27,"Cincinnati, Ohio, US","Cincinnati, Ohio, US"
847,0.0,3,male,28.0,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
848,0.0,3,male,35.0,C23 C25 C27,"Gumostnik, Lovec, Bulgaria","Chicago, Illinois, US"
849,0.0,2,male,28.0,C23 C25 C27,"London, England","Chicago, Illinois, US"
850,1.0,1,female,28.0,C92,"Paris, France","New York, New York, US"
851,0.0,3,male,4.0,C23 C25 C27,"Kisa, Östergötland, Sweden","Winnipeg, Manitoba, Canada"
852,0.0,3,male,74.0,C23 C25 C27,"Reftele, Småland, Sweden","Effington Rut, South Dakota, US"
853,0.0,3,female,9.0,C23 C25 C27,"Unknown, Lebanon","Kent, British Columbia, Canada"
854,1.0,1,female,16.0,D28,"Paris, France","Hanover, New Hampshire, US"
855,0.0,2,female,44.0,C23 C25 C27,"London, England, UK",New York City
856,1.0,3,female,18.0,C23 C25 C27,"London, England","Norfolk, Virginia, US"
857,1.0,1,female,45.0,C23 C25 C27,"Youngstown, Ohio, US","Youngstown, Ohio, US"
858,1.0,1,male,51.0,E17,"Lima, Peru","Lima, Peru"
859,1.0,3,female,24.0,C23 C25 C27,"Ḑuhūr ash Shuwayr, Lebanon","Brooklyn, New York, US"
860,0.0,3,male,28.0,C23 C25 C27,"Tebnine, Lebanon",New York City
861,0.0,3,male,41.0,C23 C25 C27,"Racine, Wisconsin, US","Racine, Wisconsin, US"
862,0.0,2,male,21.0,C23 C25 C27,"Porthleven, Cornwall, England","Camden, New Jersey, US"
863,1.0,1,female,48.0,D17,"New York, New York, US","New York, New York, US"
864,0.0,3,female,28.0,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
865,0.0,2,male,24.0,C23 C25 C27,"Clevedon, North Somerset England",New York City
866,1.0,2,female,42.0,C23 C25 C27,New York City,New York City
867,1.0,2,female,27.0,C23 C25 C27,"Barcelona, Catalonia, Spain","Havana, Cuba"
868,0.0,1,male,31.0,A24,"Trenton, New Jersey, US","Trenton, New Jersey, US"
869,0.0,3,male,28.0,C23 C25 C27,"Haaltert, East Flanders, Belgium","Detroit, Michigan, US"
870,1.0,3,male,4.0,C23 C25 C27,"St. Charles, Illinois, US","St. Charles, Illinois, US"
871,0.0,3,male,26.0,C23 C25 C27,"Bosanska Krupa, Bosnia","Harrisburg, Pennsylvania, US"
872,1.0,1,female,47.0,D35,"New York, New York, US","New York, New York, US"
873,0.0,1,male,33.0,B51 B53 B55,"New York, New York, US","New York, New York, US"
874,0.0,3,male,47.0,C23 C25 C27,"Zwevezele, Belgium","Detroit, Michigan, US"
875,1.0,2,female,28.0,C23 C25 C27,Russia,"New York, New York, US"
876,1.0,3,female,15.0,C23 C25 C27,"El Shweir, Lebanon","Brooklyn, New York, US"
877,0.0,3,male,20.0,C23 C25 C27,"Kokkola, Finland","Waukegan, Illinois, US"
878,0.0,3,male,19.0,C23 C25 C27,"Gumostnik, Lovec, Bulgaria","Chicago, Illinois, US"
879,0.0,3,male,28.0,C23 C25 C27,"Knezhni Lak, Troyan, Bulgaria","Chicago, Illinois, US"
880,1.0,1,female,56.0,C50,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
